coord_lon,coord_lat,weather_0_id,weather_0_main,weather_0_description,weather_0_icon,base,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,visibility,wind_speed,wind_deg,rain_1h,clouds_all,dt,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,wind_gust,weather_1_id,weather_1_main,weather_1_description,weather_1_icon,message
27.4794,-11.6609,803.0,Clouds,broken clouds,04d,stations,299.57,299.57,299.57,299.57,1016.0,27.0,1016.0,882.0,10000.0,3.96,92.0,,69.0,1727335142.0,,,CD,1727323007.0,1727366750.0,7200.0,922704.0,Lubumbashi,200,5.65,,,,,
28.2871,-15.4067,800.0,Clear,clear sky,01d,stations,299.22,299.22,299.22,299.22,1017.0,19.0,1017.0,880.0,10000.0,4.33,76.0,,2.0,1727334986.0,,,ZM,1727322787.0,1727366583.0,7200.0,909137.0,Lusaka,200,6.96,,,,,
5.5,50.0,501.0,Rain,moderate rain,10d,stations,287.25,287.22,287.25,287.25,993.0,96.0,993.0,940.0,10000.0,7.35,223.0,1.3,100.0,1727335142.0,2.0,2017591.0,BE,1727328644.0,1727371661.0,7200.0,2791993.0,Luxembourg Province,200,13.88,,,,,
113.5461,22.2006,802.0,Clouds,scattered clouds,03d,stations,304.0,311.0,304.0,304.0,1009.0,74.0,1009.0,1007.0,10000.0,5.66,200.0,,40.0,1727335142.0,1.0,9204.0,MO,1727302538.0,1727345917.0,28800.0,1821274.0,Macao,200,,,,,,
-3.7026,40.4165,802.0,Clouds,scattered clouds,03d,stations,290.68,290.66,289.97,291.68,1011.0,83.0,1011.0,938.0,10000.0,10.29,230.0,,40.0,1727335047.0,2.0,2007545.0,ES,1727330787.0,1727373933.0,7200.0,3117735.0,Madrid,200,16.98,,,,,
171.3803,7.0897,802.0,Clouds,scattered clouds,03n,stations,302.04,305.64,302.04,302.04,1009.0,70.0,1009.0,1009.0,10000.0,0.7,105.0,,37.0,1727335142.0,,,MH,1727288587.0,1727332115.0,43200.0,2113779.0,Majuro,200,0.8,,,,,
119.4221,-5.14,802.0,Clouds,scattered clouds,03d,stations,306.18,311.03,306.18,306.18,1006.0,55.0,1006.0,1009.0,10000.0,4.12,230.0,,40.0,1727335142.0,1.0,9325.0,ID,1727300990.0,1727344646.0,28800.0,1622786.0,Makassar,200,,,,,,
8.7833,3.75,804.0,Clouds,overcast clouds,04d,stations,299.46,299.46,299.46,299.46,1015.0,84.0,1015.0,1010.0,10000.0,2.66,275.0,,100.0,1727335142.0,,,GQ,1727327587.0,1727371142.0,3600.0,2309527.0,Malabo,200,3.23,,,,,
73.5089,4.1748,500.0,Rain,light rain,10d,stations,300.12,303.11,300.12,300.12,1010.0,83.0,1010.0,1010.0,9000.0,8.75,250.0,0.12,100.0,1727334878.0,1.0,9232.0,MV,1727312058.0,1727355611.0,18000.0,1282027.0,Malé,200,,,,,,
45.2272,-12.7794,800.0,Clear,clear sky,01d,stations,301.94,303.98,301.94,301.94,1017.0,61.0,1017.0,1012.0,10000.0,3.09,160.0,,0.0,1727335143.0,1.0,2131.0,YT,1727318742.0,1727362499.0,10800.0,921815.0,Mamoudzou,200,,,,,,
-86.2504,12.1328,804.0,Clouds,overcast clouds,04n,stations,297.12,298.0,297.12,297.12,1011.0,93.0,1011.0,980.0,10000.0,1.68,207.0,,99.0,1727335143.0,,,NI,1727350441.0,1727393893.0,-21600.0,3617763.0,Managua,200,4.97,,,,,
50.5832,26.2154,800.0,Clear,clear sky,01d,stations,308.18,315.18,308.18,309.14,1004.0,54.0,1004.0,1004.0,10000.0,10.8,320.0,,0.0,1727334932.0,2.0,2039996.0,BH,1727317673.0,1727360997.0,10800.0,290340.0,Manama,200,,,,,,
-60.025,-3.1019,803.0,Clouds,broken clouds,04n,stations,301.42,305.6,299.43,301.42,1008.0,78.0,1008.0,1004.0,10000.0,1.54,260.0,,75.0,1727335108.0,1.0,8412.0,BR,1727344056.0,1727387693.0,-14400.0,3663517.0,Manaus,200,,,,,,
120.9822,14.6042,801.0,Clouds,few clouds,02d,stations,306.59,313.59,305.92,307.15,1008.0,63.0,1008.0,1011.0,10000.0,4.12,300.0,,20.0,1727335143.0,2.0,2008256.0,PH,1727300717.0,1727344169.0,28800.0,1701668.0,Manila,200,,,,,,
32.5892,-25.9653,801.0,Clouds,few clouds,02d,stations,298.97,298.99,298.97,298.97,1013.0,53.0,1013.0,1006.0,10000.0,5.66,360.0,,20.0,1727334898.0,1.0,2202.0,MZ,1727321670.0,1727365635.0,7200.0,1040652.0,Maputo,200,,,,,,
-71.6406,10.6317,802.0,Clouds,scattered clouds,03n,stations,300.78,303.96,300.78,300.78,1008.0,77.0,1008.0,1004.0,10000.0,3.69,11.0,,38.0,1727335143.0,,,VE,1727346926.0,1727390397.0,-14400.0,3633009.0,Maracaibo,200,7.74,,,,,
-67.5958,10.2469,804.0,Clouds,overcast clouds,04n,stations,295.82,296.34,295.82,295.82,1011.0,84.0,1011.0,941.0,10000.0,1.54,54.0,,99.0,1727335143.0,,,VE,1727345953.0,1727389429.0,-14400.0,3632998.0,Maracay,200,1.31,,,,,
19.9348,60.0973,800.0,Clear,clear sky,01d,stations,286.07,285.4,286.07,286.07,998.0,76.0,998.0,997.0,10000.0,3.6,230.0,,0.0,1727335143.0,1.0,1347.0,AX,1727325268.0,1727368110.0,10800.0,3041732.0,Mariehamn,200,,,,,,
-63.0833,18.0667,500.0,Rain,light rain,10n,stations,301.03,306.35,301.03,303.01,1012.0,89.0,1012.0,1012.0,10000.0,4.12,60.0,0.18,20.0,1727335144.0,1.0,8801.0,MF,1727344914.0,1727388302.0,-14400.0,3578851.0,Marigot,200,,,,,,
27.4833,-29.3167,804.0,Clouds,overcast clouds,04d,stations,289.73,287.84,289.73,289.73,1017.0,15.0,1017.0,850.0,10000.0,4.7,269.0,,88.0,1727335144.0,,,LS,1727322863.0,1727366892.0,7200.0,932505.0,Maseru,200,8.13,,,,,
59.6062,36.297,803.0,Clouds,broken clouds,04d,stations,296.23,296.16,296.23,296.23,1017.0,60.0,1017.0,891.0,10000.0,3.09,140.0,,75.0,1727335144.0,1.0,7485.0,IR,1727315560.0,1727358780.0,12600.0,124665.0,Mashhad,200,,,,,,
31.1333,-26.3167,802.0,Clouds,scattered clouds,03d,stations,294.39,293.09,294.39,294.39,1014.0,20.0,1014.0,885.0,10000.0,2.08,332.0,,29.0,1727335144.0,1.0,2026.0,SZ,1727322016.0,1727365988.0,7200.0,934985.0,Mbabane,200,3.42,,,,,
39.8261,21.4267,801.0,Clouds,few clouds,02d,stations,315.36,311.4,315.36,315.36,1005.0,6.0,1005.0,977.0,10000.0,6.18,72.0,,22.0,1727335144.0,,,SA,1727320231.0,1727363602.0,10800.0,104515.0,Makkah al Mukarramah,200,8.57,,,,,
98.6667,3.5833,802.0,Clouds,scattered clouds,03d,stations,302.17,307.73,302.17,302.17,1009.0,79.0,1009.0,1004.0,10000.0,3.09,160.0,,40.0,1727335144.0,1.0,9412.0,ID,1727306018.0,1727349578.0,25200.0,1214520.0,Medan,200,,,,,,
-75.5636,6.2518,501.0,Rain,moderate rain,10n,stations,290.44,290.76,290.22,291.86,1015.0,97.0,1015.0,806.0,10000.0,4.47,70.0,1.89,75.0,1727335144.0,2.0,2084700.0,CO,1727347842.0,1727391364.0,-18000.0,3674962.0,Medellín,200,0.0,,,,,
39.6142,24.4686,800.0,Clear,clear sky,01d,stations,311.39,308.26,311.39,311.39,1009.0,8.0,1009.0,931.0,10000.0,3.6,120.0,,0.0,1727335144.0,1.0,7415.0,SA,1727320297.0,1727363637.0,10800.0,109223.0,Medina,200,,,,,,
-80.6081,28.0836,800.0,Clear,clear sky,01n,stations,300.45,303.46,299.28,301.52,1009.0,79.0,1009.0,1008.0,10000.0,9.26,140.0,,0.0,1727335028.0,1.0,4922.0,US,1727349179.0,1727392447.0,-14400.0,4163971.0,Melbourne,200,11.83,,,,,
-99.1277,19.4285,500.0,Rain,light rain,10n,stations,288.12,287.94,288.11,288.77,1013.0,87.0,1013.0,761.0,10000.0,1.54,340.0,0.36,75.0,1727334913.0,2.0,47729.0,MX,1727353574.0,1727396940.0,-21600.0,3530597.0,Mexico City,200,,,,,,
-80.1937,25.7743,804.0,Clouds,overcast clouds,04n,stations,301.74,307.76,300.94,302.6,1008.0,85.0,1008.0,1008.0,10000.0,9.77,150.0,,100.0,1727334850.0,2.0,2009435.0,US,1727349066.0,1727392362.0,-14400.0,4164138.0,Miami,200,12.35,,,,,
27.5667,53.9,804.0,Clouds,overcast clouds,04d,stations,288.02,287.81,288.02,288.02,1011.0,86.0,1011.0,985.0,10000.0,5.47,173.0,,99.0,1727335144.0,,,BY,1727323373.0,1727366342.0,10800.0,625144.0,Minsk,200,11.76,,,,,
45.3438,2.0371,804.0,Clouds,overcast clouds,04d,stations,300.0,302.07,300.0,300.0,1014.0,74.0,1014.0,1013.0,10000.0,8.29,201.0,,85.0,1727335145.0,,,SO,1727318804.0,1727362380.0,10800.0,53654.0,Mogadishu,200,10.32,,,,,
7.419,43.7314,803.0,Clouds,broken clouds,04d,stations,293.83,294.23,291.03,294.19,1010.0,87.0,1010.0,1006.0,10000.0,3.6,350.0,,75.0,1727335145.0,2.0,2085874.0,MC,1727328138.0,1727371246.0,7200.0,2993457.0,Monaco,200,,,,,,
-10.7969,6.3005,500.0,Rain,light rain,10d,stations,296.35,297.1,296.35,296.35,1014.0,91.0,1014.0,1010.0,10000.0,2.08,25.0,0.17,100.0,1727335145.0,,,LR,1727332300.0,1727375826.0,0.0,2274895.0,Monrovia,200,2.27,,,,,
-56.1674,-34.8335,300.0,Drizzle,light intensity drizzle,09n,stations,286.99,287.04,286.99,286.99,1020.0,100.0,1020.0,1017.0,8000.0,5.66,150.0,,100.0,1727335145.0,1.0,8713.0,UY,1727342860.0,1727387037.0,-10800.0,3441575.0,Montevideo,200,,,,,,
-73.5878,45.5088,804.0,Clouds,overcast clouds,04n,stations,287.39,287.32,286.99,287.82,1015.0,94.0,1015.0,1012.0,10000.0,6.69,170.0,,100.0,1727335145.0,1.0,498.0,CA,1727347608.0,1727390649.0,-14400.0,6077243.0,Montreal,200,12.35,,,,,
43.2551,-11.7022,801.0,Clouds,few clouds,02d,stations,299.07,299.65,299.07,299.07,1018.0,74.0,1018.0,1015.0,10000.0,3.0,254.0,,16.0,1727335145.0,,,KM,1727319222.0,1727362965.0,10800.0,921772.0,Moroni,200,1.86,,,,,
37.6156,55.7522,804.0,Clouds,overcast clouds,04d,stations,291.37,290.24,289.39,292.25,1021.0,38.0,1021.0,1002.0,10000.0,5.08,187.0,,100.0,1727334384.0,2.0,2095214.0,RU,1727320975.0,1727363918.0,10800.0,524901.0,Moscow,200,9.97,,,,,
43.1189,36.335,800.0,Clear,clear sky,01d,stations,303.53,301.74,303.53,303.53,1009.0,21.0,1009.0,976.0,10000.0,1.91,351.0,,0.0,1727335145.0,,,IQ,1727319519.0,1727362733.0,10800.0,99072.0,Mosul,200,1.91,,,,,
71.4753,30.1956,721.0,Haze,haze,50d,stations,311.09,316.9,311.09,311.09,1002.0,41.0,1002.0,988.0,3500.0,3.09,50.0,,0.0,1727335145.0,1.0,7586.0,PK,1727312678.0,1727355967.0,18000.0,1169825.0,Multan,200,,,,,,
72.8479,19.0144,804.0,Clouds,overcast clouds,04d,stations,300.14,303.75,299.09,300.14,1004.0,89.0,1004.0,1003.0,2500.0,3.6,330.0,,100.0,1727335145.0,1.0,9052.0,IN,1727312292.0,1727355694.0,19800.0,1275339.0,Mumbai,200,,,,,,
58.5922,23.6139,801.0,Clouds,few clouds,02d,stations,307.37,311.68,307.37,307.37,1003.0,49.0,1003.0,994.0,10000.0,2.6,25.0,,11.0,1727335145.0,,,OM,1727315737.0,1727359090.0,14400.0,287286.0,Muscat,200,1.9,,,,,
15.0444,12.1067,800.0,Clear,clear sky,01d,stations,301.31,303.33,301.31,301.31,1012.0,64.0,1012.0,978.0,10000.0,2.96,211.0,,8.0,1727335145.0,,,TD,1727326130.0,1727369594.0,3600.0,2427123.0,N'Djamena,200,3.57,,,,,
136.9064,35.1815,802.0,Clouds,scattered clouds,03d,stations,302.57,305.09,302.57,303.16,1012.0,61.0,1012.0,1012.0,10000.0,0.45,214.0,,50.0,1727335146.0,2.0,2001167.0,JP,1727296992.0,1727340253.0,32400.0,1856057.0,Nagoya,200,2.68,,,,,
36.8167,-1.2833,801.0,Clouds,few clouds,02d,stations,292.77,292.46,292.77,292.77,1018.0,64.0,1018.0,841.0,10000.0,3.09,230.0,,20.0,1727334993.0,1.0,2543.0,KE,1727320831.0,1727364445.0,10800.0,184745.0,Nairobi,200,,,,,,
106.0847,30.7951,801.0,Clouds,few clouds,02d,stations,307.96,308.2,307.96,307.96,1006.0,33.0,1006.0,968.0,10000.0,2.86,212.0,,12.0,1727335146.0,,,CN,1727304371.0,1727347665.0,28800.0,1800146.0,Nanchong,200,2.48,,,,,
118.7778,32.0617,804.0,Clouds,overcast clouds,04d,stations,298.64,299.2,298.64,298.64,1012.0,75.0,1012.0,1010.0,10000.0,3.6,82.0,,100.0,1727335146.0,,,CN,1727301330.0,1727344615.0,28800.0,1799962.0,Nanjing,200,6.54,,,,,
-73.5829,40.7507,804.0,Clouds,overcast clouds,04n,stations,291.05,291.25,289.9,292.08,1020.0,90.0,1020.0,1017.0,10000.0,3.09,90.0,,100.0,1727334706.0,2.0,2002861.0,US,1727347572.0,1727390683.0,-14400.0,5128316.0,Nassau,200,,,,,,
96.1297,19.745,802.0,Clouds,scattered clouds,03d,stations,303.76,308.65,303.76,303.76,1009.0,66.0,1009.0,995.0,10000.0,0.52,197.0,,44.0,1727335146.0,,,MM,1727306707.0,1727350106.0,23400.0,6611854.0,Nay Pyi Taw,200,1.7,,,,,
-74.006,40.7143,804.0,Clouds,overcast clouds,04n,stations,291.43,291.61,289.97,292.16,1019.0,88.0,1019.0,1018.0,10000.0,4.12,70.0,,100.0,1727334896.0,1.0,4610.0,US,1727347674.0,1727390784.0,-14400.0,5128581.0,New York,200,,,,,,
2.1098,13.5137,801.0,Clouds,few clouds,02d,stations,302.31,309.28,302.31,302.31,1013.0,84.0,1013.0,986.0,9000.0,2.06,230.0,,11.0,1727335146.0,1.0,1188.0,NE,1727329242.0,1727372690.0,3600.0,2440485.0,Niamey,200,,,,,,
33.3667,35.1667,800.0,Clear,clear sky,01d,stations,301.98,301.5,301.98,301.98,1013.0,39.0,1013.0,980.0,10000.0,4.63,270.0,,0.0,1727334896.0,1.0,6370.0,CY,1727321854.0,1727365078.0,10800.0,146268.0,Nicosia,200,,,,,,
-15.9785,18.0858,804.0,Clouds,overcast clouds,04d,stations,300.11,302.44,300.11,300.11,1014.0,76.0,1014.0,1013.0,10000.0,3.28,170.0,,100.0,1727335146.0,1.0,2482.0,MR,1727333608.0,1727377004.0,0.0,2377450.0,Nouakchott,200,3.99,,,,,
166.4572,-22.2763,800.0,Clear,clear sky,01n,stations,296.71,296.82,296.71,296.71,1016.0,65.0,1016.0,1012.0,10000.0,5.82,72.0,,0.0,1727335146.0,,,NC,1727289596.0,1727333468.0,39600.0,2139521.0,Noumea,200,6.76,,,,,
82.9344,55.0411,500.0,Rain,light rain,10d,stations,278.76,274.82,278.76,278.76,1017.0,56.0,1017.0,996.0,10000.0,6.0,270.0,0.12,40.0,1727335147.0,1.0,8958.0,RU,1727310078.0,1727353068.0,25200.0,1496747.0,Novosibirsk,200,,,,,,
-175.2,-21.1333,801.0,Clouds,few clouds,02n,stations,292.34,292.77,292.34,292.34,1019.0,94.0,1019.0,1019.0,10000.0,2.57,130.0,,20.0,1727335147.0,1.0,7285.0,TO,1727371548.0,1727415472.0,46800.0,4032402.0,Nuku'alofa,200,,,,,,
71.446,51.1801,803.0,Clouds,broken clouds,04d,stations,282.12,279.45,282.12,282.12,1025.0,46.0,1025.0,982.0,10000.0,5.0,350.0,,75.0,1727335128.0,1.0,8820.0,KZ,1727312809.0,1727355850.0,18000.0,1526273.0,Nur-Sultan,200,,,,,,
-51.7216,64.1835,803.0,Clouds,broken clouds,04n,stations,277.49,277.49,276.97,277.49,1020.0,87.0,1020.0,1018.0,10000.0,1.03,0.0,,79.0,1727335147.0,1.0,86.0,GL,1727342551.0,1727385213.0,-3600.0,3421319.0,Nuuk,200,,,,,,
-70.027,12.524,800.0,Clear,clear sky,01n,stations,301.99,307.66,301.99,301.99,1009.0,81.0,1009.0,1009.0,10000.0,0.89,125.0,,0.0,1727334966.0,2.0,2039251.0,AW,1727346549.0,1727389999.0,-14400.0,3577154.0,Oranjestad,200,3.58,,,,,
135.5022,34.6937,803.0,Clouds,broken clouds,04d,stations,303.54,305.33,303.08,304.11,1010.0,53.0,1010.0,1005.0,10000.0,5.14,80.0,,75.0,1727334877.0,1.0,8032.0,JP,1727297327.0,1727340592.0,32400.0,1853909.0,Osaka,200,,,,,,
10.7461,59.9127,803.0,Clouds,broken clouds,04d,stations,281.24,281.24,281.24,281.24,996.0,82.0,996.0,972.0,10000.0,1.0,62.0,,69.0,1727335147.0,2.0,2094972.0,NO,1727327475.0,1727370312.0,7200.0,3143244.0,Oslo,200,2.23,,,,,
-75.6981,45.4112,501.0,Rain,moderate rain,10n,stations,289.15,289.29,288.21,289.95,1012.0,95.0,1012.0,1001.0,9656.0,4.63,170.0,1.24,100.0,1727335147.0,2.0,2005537.0,CA,1727348114.0,1727391156.0,-14400.0,6094817.0,Ottawa,200,,701.0,Mist,mist,50n,
-1.5383,12.3642,800.0,Clear,clear sky,01d,stations,298.38,299.1,298.38,298.38,1013.0,82.0,1013.0,979.0,10000.0,2.46,152.0,,5.0,1727335147.0,,,BF,1727330111.0,1727373571.0,0.0,2357048.0,Ouagadougou,200,3.73,,,,,
-170.7025,-14.2781,500.0,Rain,light rain,10n,stations,298.7,299.63,298.7,298.7,1014.0,89.0,1014.0,1005.0,10000.0,5.66,120.0,0.32,75.0,1727335147.0,1.0,7316.0,AS,1727284173.0,1727327931.0,-39600.0,5881576.0,Pago Pago,200,,,,,,
104.7458,-2.9167,803.0,Clouds,broken clouds,04d,stations,301.2,304.47,301.2,301.2,1008.0,74.0,1008.0,1007.0,10000.0,5.66,290.0,,75.0,1727335147.0,1.0,9424.0,ID,1727304524.0,1727348155.0,25200.0,1633070.0,Palembang,200,,,,,,
-122.143,37.4419,804.0,Clouds,overcast clouds,04n,stations,288.23,288.07,286.58,289.62,1012.0,87.0,1012.0,998.0,10000.0,3.09,30.0,,100.0,1727335147.0,2.0,2018441.0,US,1727359211.0,1727402347.0,-25200.0,5380748.0,Palo Alto,200,,,,,,
-80.0,9.0,804.0,Clouds,overcast clouds,04n,stations,297.16,298.15,297.16,297.16,1010.0,97.0,1010.0,998.0,10000.0,0.99,266.0,,100.0,1727335148.0,,,PA,1727348922.0,1727392412.0,-18000.0,3703430.0,Panama,200,0.97,,,,,
-149.5667,-17.5333,500.0,Rain,light rain,10n,stations,299.11,299.11,298.66,299.11,1017.0,78.0,1017.0,1016.0,10000.0,7.6,40.0,0.43,0.0,1727335148.0,1.0,7318.0,PF,1727279082.0,1727322879.0,-36000.0,4033936.0,Papeete,200,12.52,,,,,
-55.1667,5.8667,800.0,Clear,clear sky,01n,stations,297.4,298.26,297.4,297.4,1010.0,91.0,1010.0,1009.0,10000.0,2.97,95.0,,10.0,1727335148.0,,,SR,1727342945.0,1727386473.0,-10800.0,3383329.0,Distrikt Paramaribo,200,4.72,,,,,
2.3488,48.8534,804.0,Clouds,overcast clouds,04d,stations,289.26,289.35,288.36,289.86,994.0,93.0,994.0,984.0,10000.0,6.17,190.0,,100.0,1727335057.0,2.0,2012208.0,FR,1727329392.0,1727372425.0,7200.0,2988507.0,Paris,200,,,,,,
115.8333,-31.9333,800.0,Clear,clear sky,01d,stations,296.85,296.63,296.08,298.15,1008.0,52.0,1008.0,1006.0,10000.0,9.26,300.0,,0.0,1727334812.0,2.0,2089443.0,AU,1727301652.0,1727345706.0,28800.0,2063523.0,Perth,200,14.4,,,,,
-75.1638,39.9523,804.0,Clouds,overcast clouds,04n,stations,292.05,292.42,291.35,292.9,1019.0,93.0,1019.0,1014.0,10000.0,2.06,70.0,,100.0,1727335148.0,2.0,2037403.0,US,1727347947.0,1727391067.0,-14400.0,4560349.0,Philadelphia,200,,,,,,
104.916,11.5625,802.0,Clouds,scattered clouds,03d,stations,305.1,312.1,305.1,305.1,1008.0,70.0,1008.0,1006.0,10000.0,1.54,0.0,,40.0,1727335148.0,1.0,9109.0,KH,1727304559.0,1727348038.0,25200.0,1821306.0,Phnom Penh,200,,,,,,
-112.074,33.4484,800.0,Clear,clear sky,01n,stations,305.15,303.25,303.34,306.77,1003.0,22.0,1003.0,962.0,10000.0,0.89,5.0,,4.0,1727334651.0,2.0,2008537.0,US,1727356767.0,1727399959.0,-25200.0,5308655.0,Phoenix,200,1.34,,,,,
19.2636,42.4411,802.0,Clouds,scattered clouds,03d,stations,292.03,291.98,292.03,292.03,1018.0,77.0,1018.0,981.0,10000.0,1.03,0.0,,40.0,1727335148.0,1.0,7035.0,ME,1727325285.0,1727368415.0,7200.0,3193044.0,Podgorica,200,,,,,,
57.4989,-20.1619,800.0,Clear,clear sky,01d,stations,300.61,302.2,299.49,300.61,1020.0,64.0,1020.0,1019.0,10000.0,6.93,98.0,,9.0,1727335148.0,2.0,2091727.0,MU,1727315745.0,1727359607.0,14400.0,934154.0,Port Louis,200,8.07,,,,,
147.1797,-9.4431,721.0,Haze,haze,50d,stations,299.83,302.91,299.83,299.83,1008.0,89.0,1008.0,1005.0,10000.0,5.14,140.0,0.18,75.0,1727335148.0,1.0,42.0,PG,1727294306.0,1727338010.0,36000.0,2088122.0,Port Moresby,200,7.72,500.0,Rain,light rain,10d,
-61.5166,10.6662,500.0,Rain,light rain,10n,stations,299.09,300.06,298.25,300.29,1009.0,89.0,1009.0,1002.0,10000.0,2.69,82.0,0.1,98.0,1727335148.0,1.0,8810.0,TT,1727344496.0,1727387968.0,-14400.0,3573890.0,Port of Spain,200,3.55,,,,,
168.3219,-17.7338,801.0,Clouds,few clouds,02n,stations,296.93,297.66,296.93,296.93,1016.0,88.0,1016.0,1008.0,10000.0,4.12,100.0,,20.0,1727335149.0,1.0,7314.0,VU,1727289181.0,1727332988.0,39600.0,2135171.0,Port-Vila,200,,,,,,
-72.335,18.5392,802.0,Clouds,scattered clouds,03n,stations,298.57,299.26,298.57,298.57,1013.0,80.0,1013.0,955.0,10000.0,2.18,126.0,,44.0,1727335149.0,,,HT,1727347138.0,1727390519.0,-14400.0,3718426.0,Port-au-Prince,200,1.66,,,,,
-51.23,-30.0331,501.0,Rain,moderate rain,10n,stations,292.41,292.9,291.93,292.74,1011.0,96.0,1011.0,1008.0,6000.0,2.06,140.0,1.86,75.0,1727335149.0,2.0,2021802.0,BR,1727341731.0,1727385798.0,-10800.0,3452925.0,Porto Alegre,200,,,,,,
2.6036,6.4965,500.0,Rain,light rain,10d,stations,298.05,298.76,298.05,298.05,1014.0,83.0,1014.0,1012.0,10000.0,1.87,235.0,0.15,81.0,1727335149.0,1.0,1119.0,BJ,1727329085.0,1727372609.0,3600.0,2392087.0,Porto-Novo,200,3.31,,,,,
14.4208,50.088,500.0,Rain,light rain,10d,stations,286.89,286.7,285.53,288.13,1002.0,91.0,1002.0,968.0,10000.0,3.6,150.0,0.8,100.0,1727334491.0,2.0,2010430.0,CZ,1727326501.0,1727369523.0,7200.0,3067696.0,Prague,200,,,,,,
-23.5087,14.9215,501.0,Rain,moderate rain,10n,stations,298.45,299.49,298.45,298.45,1011.0,94.0,1011.0,1000.0,10000.0,1.54,310.0,1.04,75.0,1727335149.0,1.0,2462.0,CV,1727335398.0,1727378827.0,-3600.0,3374333.0,Praia,200,,,,,,
28.1878,-25.7449,800.0,Clear,clear sky,01d,stations,297.93,296.91,297.35,298.21,1016.0,17.0,1016.0,874.0,10000.0,2.57,300.0,,7.0,1727334990.0,1.0,2001.0,ZA,1727322728.0,1727366689.0,7200.0,964137.0,Pretoria,200,,,,,,
21.1669,42.6727,800.0,Clear,clear sky,01d,stations,288.81,288.49,288.81,289.6,1018.0,79.0,1018.0,944.0,10000.0,1.07,237.0,,6.0,1727334891.0,2.0,2001690.0,XK,1727324829.0,1727367958.0,7200.0,786714.0,Pristina,200,1.54,,,,,
-98.0,18.8333,500.0,Rain,light rain,10n,stations,289.23,289.17,289.23,289.23,1012.0,87.0,1012.0,809.0,10000.0,1.54,110.0,0.52,100.0,1727334542.0,,,MX,1727353300.0,1727396673.0,-21600.0,3521082.0,Puebla,200,1.92,,,,,
73.8553,18.5196,804.0,Clouds,overcast clouds,04d,stations,300.69,304.65,300.69,300.69,1004.0,84.0,1004.0,932.0,8428.0,3.86,253.0,,100.0,1727334906.0,2.0,2091523.0,IN,1727312048.0,1727355454.0,19800.0,1259229.0,Pune,200,7.38,,,,,
125.7543,39.0339,802.0,Clouds,scattered clouds,03d,stations,297.79,297.77,297.79,297.79,1012.0,56.0,1012.0,1008.0,10000.0,4.0,299.0,,25.0,1727335149.0,,,KP,1727299690.0,1727342907.0,32400.0,1871859.0,Pyongyang,200,3.23,,,,,
121.0333,14.6333,801.0,Clouds,few clouds,02d,stations,306.41,313.41,305.75,306.98,1008.0,64.0,1008.0,1006.0,10000.0,4.12,300.0,,20.0,1727335149.0,2.0,2008256.0,PH,1727300705.0,1727344157.0,28800.0,1692193.0,Quezon City,200,,,,,,
-78.5249,-0.2299,803.0,Clouds,broken clouds,04n,stations,281.68,281.68,281.68,281.68,1017.0,82.0,1017.0,722.0,10000.0,1.09,145.0,,75.0,1727334917.0,1.0,8555.0,EC,1727348513.0,1727392114.0,-18000.0,3652462.0,Quito,200,1.38,,,,,
-6.8401,33.9911,701.0,Mist,mist,50d,stations,294.19,294.96,294.19,294.19,1018.0,100.0,1018.0,1011.0,3000.0,1.54,30.0,,75.0,1727335150.0,1.0,2402.0,MA,1727331502.0,1727374724.0,3600.0,2538474.0,Rabat,200,,,,,,
73.0679,33.6007,500.0,Rain,light rain,10d,stations,304.95,311.95,304.95,304.95,1005.0,71.0,1005.0,942.0,10000.0,0.89,153.0,0.12,0.0,1727335150.0,2.0,2007435.0,PK,1727312313.0,1727355567.0,18000.0,1166993.0,Rawalpindi,200,3.58,,,,,
-34.8811,-8.0539,802.0,Clouds,scattered clouds,03n,stations,298.17,298.53,298.17,298.17,1014.0,69.0,1014.0,1012.0,10000.0,5.14,120.0,,40.0,1727334937.0,1.0,8426.0,BR,1727337991.0,1727381692.0,-10800.0,3390760.0,Recife,200,,,,,,
-21.8954,64.1355,800.0,Clear,clear sky,01n,stations,272.96,272.96,272.96,272.96,1017.0,93.0,1017.0,1004.0,10000.0,0.51,0.0,,0.0,1727335150.0,1.0,91.0,IS,1727335378.0,1727378073.0,0.0,3413829.0,Reykjavik,200,,,,,,
24.0833,57.0,800.0,Clear,clear sky,01d,stations,288.17,287.87,288.17,288.19,1004.0,82.0,1004.0,1003.0,10000.0,4.12,180.0,,0.0,1727335105.0,2.0,2075320.0,LV,1727324239.0,1727367148.0,10800.0,456173.0,Rīga,200,,,,,,
-43.2075,-22.9028,800.0,Clear,clear sky,01n,stations,297.13,297.62,295.15,297.13,1011.0,78.0,1011.0,1012.0,10000.0,2.06,340.0,,0.0,1727335150.0,1.0,8429.0,BR,1727339875.0,1727383803.0,-10800.0,3451190.0,Rio de Janeiro,200,,,,,,
46.7219,24.6877,800.0,Clear,clear sky,01d,stations,307.92,305.65,307.92,307.92,1009.0,17.0,1009.0,939.0,10000.0,5.28,1.0,,0.0,1727335150.0,,,SA,1727318592.0,1727361931.0,10800.0,108410.0,Riyadh,200,6.14,,,,,
